analysis_scope,student_metric,auto_metric,sample_size,pearson_r,pearson_p_value,spearman_r,spearman_p_value,direction,pearson_p_adjust_bh,spearman_p_adjust_bh,spearman_significance
exercise_level_ai_only_pair_metrics,search_effort_mean,pair_topic_coherence_score_ai,13,0.26624299685849456,0.37926348134622223,0.2178732901153641,0.47457048307648453,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,task_goal_clarity_mean,pair_meteor_instruction_only,13,0.025444981869869585,0.934240274374398,-0.20057655766612603,0.5111492670279021,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,task_goal_clarity_mean,pair_rougeL_f1_instruction_only,13,0.10903541123561543,0.7229040764721841,-0.036215211800828304,0.9064989448508673,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,task_goal_clarity_mean,pair_tfidf_cosine_full_text,13,-0.06679507003172575,0.8283588601903479,-0.011143142092562557,0.9711791807954449,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,task_goal_clarity_mean,pair_tfidf_cosine_instruction_only,13,-0.1666445618144139,0.5863496824365724,-0.17550448795786025,0.5662980681304222,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,task_goal_clarity_mean,pair_topic_coherence_score_ai,13,-0.13844854080515795,0.651940250099167,-0.06215534462331085,0.8401383704379755,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,usability_mean_score_mean,pair_meteor_instruction_only,13,-0.07796794959490105,0.8001322201156993,-0.28335652665857564,0.3481716255916303,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,usability_mean_score_mean,pair_rougeL_f1_instruction_only,13,-0.0331049306827517,0.9145014955874546,-0.09903723261853131,0.7475313978174702,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,usability_mean_score_mean,pair_tfidf_cosine_full_text,13,-0.0983803394542038,0.7491574670126018,-0.15680895164600792,0.6089321238866532,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,usability_mean_score_mean,pair_tfidf_cosine_instruction_only,13,-0.16530108676105965,0.5894145925235773,-0.14855584892779697,0.6281315758271101,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,usability_mean_score_mean,pair_topic_coherence_score_ai,13,-0.14539824338497426,0.635535390019157,-0.08564649450290833,0.7808602494213686,negative,0.945148943158797,0.9876398448767236,ns
